id;title;description;image;keywords;synops_small;synops_med;synops_long;category;channel;language;release_date;duration_sec;topic;Start;End;Integers Missing
1613;A Killing in Tiger Bay;The families begin a campaign to have the convictions of the Cardiff Five overturned.;https://ichef.bbci.co.uk/images/ic/{recipe}/p09tz4bz.jpg;BBC, iPlayer, TV, A Killing in Tiger Bay, Series 1: 3. The Reckoning;The families begin a campaign to have the convictions of the Cardiff Five overturned.;With three of the men sentenced to life in prison, the families begin a campaign to have their convictions overturned. Some disturbing facts about the case are unearthed.;With three of the men sentenced to life in prison, the families begin a campaign to have their convictions overturned. It soon attracts worldwide attention and begins to unearth some disturbing facts about the case. Meanwhile, the real killer is still at large, and one of the accused faces a threat to his own life.;;bbc_one_wales;Contains strong language.;09/09/2021;3572;signed;1613.0;1614.0;0.0
1614;Zara McDermott;Zara McDermott investigates ‘rape culture’ raging in UK schools, revealing her own story.;https://ichef.bbci.co.uk/images/ic/{recipe}/p0b2z8b8.jpg;BBC, iPlayer, TV, Zara McDermott, Uncovering Rape Culture;Zara McDermott investigates ‘rape culture’ raging in UK schools, revealing her own story.;Zara McDermott uncovers a ‘rape culture’ raging in Britain’s schools. She speaks for the first time about her own sexual assault by a schoolboy, and asks what needs to change.;Beginning with her own sexual assault, Zara investigates sexism and ‘rape culture’ in Britain. The assault left her with many unanswered questions. Why did it happen? Why did he think he could do it? And where did he learn that? Speaking to her friends, it quickly became clear that they all had their own stories - and many believe the problem starts at school.  In spring 2021, the website Everyone’s Invited was flooded with thousands of anonymous testimonies from schoolgirls sharing stories of sexual assault and harassment. An emergency Ofsted report confirmed that rape culture has been raging unchecked in our schools, and that urgent action is needed to tackle it. In this timely documentary, Zara speaks to young women and girls about their experience of rape culture. Exploring both state and private schools, Zara speaks to pupils to understand first-hand how these toxic behaviours happen.  Zara also meets young women who have been assaulted or raped by pupils at their school, finding out what action was taken by their schools while their cases were underway. One ex-pupil's perpetrator was allowed to remain in school alongside her during the trial and after his sentence was served. Another pupil tells Zara that she is too ashamed to tell her school and parents about her assault, fearing that no-one will believe her. And finally, Zara meets the friends and family of 12-year-old Semina Halliwell, who alleged she was raped by a boy from her school. She took her own life in June 2021. Her mum, Rachel, speaks about the devastation at the loss of her daughter and the rape culture on social media that she blames for Semina's tragic death.;Documentary;bbc_three;Contains very strong language and upsetting scenes.;11/24/2021;3475;signed;1614.0;1615.0;0.0
1615;Operation Ouch!;Why is Dr Xand dressed as a bird in the lab? Find out why you blink in today’s experiment.;https://ichef.bbci.co.uk/images/ic/{recipe}/p098qs0y.jpg;BBC, iPlayer, TV, Operation Ouch!, Series 9: 11. Blink and You’ll Miss It!;Why is Dr Xand dressed as a bird in the lab? Find out why you blink in today’s experiment.;Why is Dr Xand dressed as a bird in the lab? Find out why you blink in today’s experiment, and discover why babies walk differently to you in Ouch Baby.;Why is Dr Xand dressed as a bird in the lab? Find out why you blink in today’s experiment, and discover why babies walk differently to you in Ouch Baby. We meet three more lifesaving Ouch! Award nominees, and in the Emergency Department, one patient has been injured mountain biking, while another ran into a lamppost!;CBBC;cbbc;FALSE;03/17/2021;1692;signed;1615.0;1616.0;0.0
1616;Lost Cities of the Ancients;The mystery surrounding the Egyptian city of Piramesse, built by Ramesses the Great.;https://ichef.bbci.co.uk/images/ic/{recipe}/p0bndpfj.jpg;BBC, iPlayer, TV, Lost Cities of the Ancients, 1. The Vanished Capital of the Pharaoh;The mystery surrounding the Egyptian city of Piramesse, built by Ramesses the Great.;The documentary series which unearths lost cities looks at the mystery surrounding the Egyptian city of Piramesse, built by Ramesses the Great.;This episode looks at the legendary lost city of Piramesse. This magnificent ancient capital was built 3,000 years ago by the Egyptian pharaoh Ramesses the Great, but long ago the whole city disappeared. When it was rediscovered by early archaeologists, it opened up a bizarre puzzle - when Piramesse was finally found it was in the wrong place, somewhere Ramesses the Great could not possibly have built it.   Recreating the stories of both the early archaeologists and the ancient Egyptians, the film enters a lost world, recounting the strange tale of the quest for Piramesse and following the intriguing detective work of modern archaeologists Manfred Bietak and Edgar Pusch as they solve the baffling mystery of how this great lost city could vanish, only to reappear thousands of years later in the wrong place.;History;bbc_four;FALSE;11/30/2009;3515;signed;1616.0;1617.0;0.0
1617;Targeted: The Truth about Disability Hate Crime;A film about the routine aggression and abuse faced by disabled people in today's Britain.;https://ichef.bbci.co.uk/images/ic/{recipe}/p093zwv8.jpg;BBC, iPlayer, TV, Targeted: The Truth about Disability Hate Crime;A film about the routine aggression and abuse faced by disabled people in today's Britain.;A film about the routine aggression and abuse faced by disabled people in today's Britain, from verbal name-calling to violent physical attacks. Featuring a wide range of testimony from survivors.;Britain today is a tough place to be disabled. This film reveals the abuse and aggression faced by disabled people in everyday life, from verbal name-calling to violent physical attacks. Made by disabled filmmaker Richard Butchins and featuring a wide range of testimony from survivors themselves, it asks why this happens.;Documentary;bbc_two;Contains some strong language and disturbing scenes.;01/20/2021;3490;signed;1617.0;1618.0;0.0
1618;Miriam's Big American Adventure;Miriam Margolyes concludes her trip by meeting an all-female biker gang in New Orleans.;https://ichef.bbci.co.uk/images/ic/{recipe}/p05v1dg9.jpg;BBC, iPlayer, TV, Miriams Big American Adventure, Series 1: Episode 3;Miriam Margolyes concludes her trip by meeting an all-female biker gang in New Orleans.;Miriam Margolyes concludes her trip by examining race hate in Arkansas, speaking to an inspirational sheriff in Texas and meeting an all-female biker gang in New Orleans.;This final episode finds Miriam smack in the middle of cowboy country - rural Arkansas - hanging out with Wild West cattle farmers and western goods emporium owners Dan and Peggy Eoff. Seduced by the landscape, Miriam feels the stark divide between city and country folk and sees first-hand why they feel Trump is their man.  But the divisions don't stop there - Arkansas also has one of the highest concentrations of extreme race-hate groups in the US. A short drive from Dan and Peggy's, Miriam arrives in Harrison, once dubbed the most racist town in America. With historical links to the Ku Klux Klan, Miriam meets town residents who are determined to clear Harrison's unfortunate reputation. But despite the majority of people she meets helping to reassure her, a member of a local alt-right group also agrees to meet her. Due to his extreme anti-Semitic views, he refuses to be in the same room as Miriam but will answer her questions via a non-Jewish member of the production team.   Upset and shaken by her encounter, Miriam begins to wonder just how united the United States is. Thankfully hope is on the horizon in neighbouring Texas, where she is buoyed by meeting the inspirational Zena Stephens, the state's first ever African-American female Sheriff, who is breaking down prejudice and hate in the divided city of Beaumont.  Still in Texas, one of the most religious states in the country, Miriam heads to stay with the Flanders, a devout Christian family. Doug and Jennifer have 12 children and believe the only way for the USA and the rest of the world to unite is through Christ. Atheist Miriam disagrees.  After nearly two months and over a thousand miles, Miriam's final destination is New Orleans for a thrilling meeting with the Caramel Curves - the city's all-female biker gang. Throughout her trip Miriam has witnessed a country in flux, but at journey's end she is optimistic that the strength of the people she has met will bring the country back on its feet. Failing that, she concludes, maybe she should be president?!;Documentary;bbc_one;FALSE;01/24/2018;3491;signed;1618.0;1619.0;0.0
1619;Rip Off Britain;The team look at unexpected and unwelcome costs that can catch you out on your travels.;https://ichef.bbci.co.uk/images/ic/{recipe}/p064ld86.jpg;BBC, iPlayer, TV, Rip Off Britain, Holidays Series 10: Episode 8;The team look at unexpected and unwelcome costs that can catch you out on your travels.;The team look at unexpected and unwelcome costs that can catch you out on your travels, hearing from airline passengers who came to regret accepting voucher refunds at the height of the pandemic.;Gloria Hunniford, Angela Rippon and Julia Somerville look at unexpected and unwelcome costs that can catch you out on your travels, hearing from car rental customers landed with thousands of pounds of extra charges after they had returned their vehicle and flown home, and the airline passengers who came to regret the decision to accept voucher refunds at the height of the pandemic. Also, the rising chorus of disapproval from single travellers facing hotel supplement charges they feel are deeply unfair, more expert hints and tips in the virtual advice clinic, and travel supremo Simon Calder takes a trip down the River Elbe in Germany.;;bbc_one;FALSE;01/26/2022;2640;signed;1619.0;1620.0;0.0
1620;Danny and Mick;Danny and Mick turn the leisure centre upside down trying to find a diamond ring.;https://ichef.bbci.co.uk/images/ic/{recipe}/p07dny3t.jpg;BBC, iPlayer, TV, Danny and Mick, Series 2: 8. Give Us a Ring;Danny and Mick turn the leisure centre upside down trying to find a diamond ring.;When Pottsfield’s poshest customer loses her diamond ring, Danny and Mick turn the leisure centre upside down trying to find it!;Lady Fortesque has lost her diamond ring and Joy is in a panic. She tasks Danny and Mick with searching the leisure centre. Luckily Mick is head of security and he stumbles across the ring in the café. Problem solved, Joy heads off to call Lady Fortesque who comes to collect her ring with a reporter from the newspaper. Unfortunately Mick has lost the ring again. Can Danny make his way through the soft play to get the ring back?;CBBC;cbbc;FALSE;07/03/2019;674;signed;1620.0;1621.0;0.0
1621;Womanhood;Six famous women tackle some of the most hotly contested issues facing women today.;https://ichef.bbci.co.uk/images/ic/{recipe}/p0b3d8t0.jpg;BBC, iPlayer, TV, Womanhood;Six famous women tackle some of the most hotly contested issues facing women today.;Six female celebrities spanning different age ranges, backgrounds and experiences come together in Leeds to tackle some of the most hotly contested issues facing women today.;Women are making their voices heard and making headline news.  #MeToo, Reclaim the Night and equal pay cases have raised urgent questions about what it is to be a woman at home, at work and in love.  In Womanhood, six famous women spanning different age ranges, backgrounds and experiences come together in Leeds to tackle some of the most hotly contested issues.  Broadcaster Kirsty Wark is joined by dancer Shirley Ballas, writer Chidera Eggerue, businesswoman Jacqueline Gold, singer Sinitta Malone and comedian Suzi Ruffell. Together, they want to explore the role of women and their place in society. They share their personal experiences and meet people who challenge their views on consent, coercive control, cosmetic surgery, women’s safety on the streets, trans rights, sex work and childcare.  Over 50 years ago, the Equal Pay Act and the Women’s Liberation movement promised change. But is life better or worse for women today?;Documentary;bbc_two;Contains some strong language.;11/26/2021;5354;signed;1621.0;1622.0;0.0
1622;Four Hours at the Capitol;An immersive, character-led journey into the January storming of the US Capitol.;https://ichef.bbci.co.uk/images/ic/{recipe}/p09ydlb1.jpg;BBC, iPlayer, TV, Four Hours at the Capitol;An immersive, character-led journey into the January storming of the US Capitol.;A journey into January's storming of the US Capitol, featuring exclusive footage and interviews with the people at the heart of the action, many of whom are speaking publicly for the first time.;A journey into the thick of January's storming of the US Capitol, featuring exclusive footage and interviews with the people at the heart of the action, many of whom are speaking publicly for the first time.  In this immersive, character-driven account, protesters, rioters, police officers and members of the US Congress and Senate recount their experiences in startling detail. Frontline police officers reveal how they engaged in bloody hand-to-hand combat with thousands of rioters armed with tasers, sledgehammers, baseball bats and knives, while some from among the rioters explain how they broke through the police lines.;Documentary;bbc_two;Contains very strong language and upsetting scenes.;10/20/2021;5273;signed;1622.0;1623.0;0.0
1623;The Hunt for Bible John;Detectives in Glasgow hunt a serial killer known as Bible John.;https://ichef.bbci.co.uk/images/ic/{recipe}/p0b5yjzd.jpg;BBC, iPlayer, TV, The Hunt for Bible John, Series 1: Episode 2;Detectives in Glasgow hunt a serial killer known as Bible John.;Detectives in Glasgow hunt a serial killer believed to be responsible for the sadistic murders of three young women who went out dancing.;Second of a two-part documentary exploring the 1968 case in which three women were killed after a night of dancing, triggering Scotland’s largest manhunt.  In November 1969, Helen Puttock was found dead after she went out dancing at the Barrowland Ballroom with her sister. She was the third woman to have been murdered in similar circumstances, and Glasgow detectives now feared that they were dealing with a serial killer.  Journalist Magnus Linklater recounts the interview he conducted with Helen’s sister Jeannie Williams, who was with her the night she was killed. Jeannie left Helen in a taxi with a man named John, who they had met at the Barrowland earlier that night. Jeannie’s testimony about the mysterious red-haired, smart-suited man with crooked teeth who quoted from the Bible would form the basis of the biggest manhunt Scotland had ever seen. This is the story of that incredible and groundbreaking investigation, and the extraordinary effort made by the police, led by DSI Joe Beattie, to try and find the killer.;Documentary;bbc_one_scotland;Contains some upsetting scenes.;11/29/2021;3540;signed;1623.0;1624.0;0.0
1624;For Love or Money;A fake cheque leads Linda to question her online partner’s motives.;https://ichef.bbci.co.uk/images/ic/{recipe}/p07sdhfq.jpg;BBC, iPlayer, TV, For Love or Money, Series 2: Episode 10;A fake cheque leads Linda to question her online partner’s motives.;A fake cheque leads Linda to question whether her online partner’s motives are romantic or financial.;Linda ventured online hoping to find a cure for her loneliness. Instead she found herself suffering from what she felt was Stockholm syndrome, unable to escape a relationship with a man who took tens of thousands of pounds from her.;;bbc_one;FALSE;03/05/2021;2631;signed;1624.0;1625.0;0.0
1625;Untouchable: The Rise and Fall of Harvey Weinstein;The story of the spectacular rise and fall of movie titan Harvey Weinstein.;https://ichef.bbci.co.uk/images/ic/{recipe}/p07m1nwy.jpg;BBC, iPlayer, TV, Untouchable: The Rise and Fall of Harvey Weinstein;The story of the spectacular rise and fall of movie titan Harvey Weinstein.;The inside story of the rise and fall of movie titan Harvey Weinstein, revealing how he deployed his power, with painful testimony divulging the damage caused by his alleged abuse.;A modern parable for our times and future generations - the inside story of the spectacular rise and fall of movie titan Harvey Weinstein, revealing how he acquired and deployed his power over decades.   Former staffers, college friends and reporters reflect on the public perception of Weinstein as a visionary, whilst detailing his ruthless attempts to preserve power, even as scandal threatens to engulf him.  In candid, emotional and often painful testimony - with many speaking on camera for the first time – this film reveals the method and collateral damage of Weinstein’s alleged abuse. As the criminal case against him continues, the film asks us to question whether the powerful are truly beyond justice and if meaningful change really is possible.;Documentary;bbc_two;Contains very strong language and some upsetting scenes.;09/01/2019;5650;signed;1625.0;1626.0;0.0
1626;A Dangerous Dynasty: House of Assad;The Syrian president must decide how to act as Arab Spring protests reach Syria.;https://ichef.bbci.co.uk/images/ic/{recipe}/p06p3c60.jpg;BBC, iPlayer, TV, A Dangerous Dynasty: House of Assad, Series 1: Episode 3;The Syrian president must decide how to act as Arab Spring protests reach Syria.;The story of the Assad dynasty. While his wife appears in Vogue magazine, the Syrian president must decide how to act as Arab Spring protests reach Syria's streets.;Three-part series delving into the story of the Assad dynasty. Right at the centre of it are President Bashar and his wife Asma, who met and fell in love in London. Bashar al-Assad trained to be an eye doctor at St Mary's Hospital in Paddington and Asma was a British-born girl from a Syrian family with a career in investment banking. Over a decade ago, they were being welcomed with open arms in Britain. Today, they are entrenched in a brutal war that has led to some of the most horrifying crimes of modern times. Told through rarely seen footage and testimony of those who knew them, worked with them and studied them, the series explores how the couple, who at first were seen as a modernising force, ended up running a regime accused of war crimes.  The final episode gives the view from the presidential palace as the country descends into civil war, charting the moral lines crossed over the past seven years. Bashar al-Assad has been president of Syria for a decade, while his wife Asma is enjoying her role as first lady, pushing charity drives and encouraging schoolchildren to discuss democracy. As a glamorous profile of Asma appears in Vogue magazine, the Arab Spring protests reach Syria. Bashar must decide whether to concede to their demands for greater freedom or follow in his father Hafez's hard line steps. What unfolds shocks the world in its brutality. As the chaos of civil war rages, the so-called Islamic State emerges and it looks like Bashar is on the brink of losing the Assad dynasty's control of Syria. Then a saviour emerges, turning the war back in his favour.;Documentary;bbc_two;Contains upsetting scenes.;10/23/2018;3544;signed;1626.0;1627.0;0.0
1627;Nadiya's Time to Eat;Nadiya shares recipes a giant time-saving cookie and a glistening nutty baklava.;https://ichef.bbci.co.uk/images/ic/{recipe}/p07kfx37.jpg;BBC, iPlayer, TV, Nadiyas Time to Eat, Series 1: 6. Sweet & Easy;Nadiya shares recipes a giant time-saving cookie and a glistening nutty baklava.;Nadiya shares her favourite recipes for when she wants to whip up something sweet and delicious, but deceptively simple, including a giant time-saving cookie and a glistening nutty baklava.;With unsociable working hours, busy lifestyles and complicated family routines, it is not always easy to make time to cook delicious meals. Nadiya Hussain comes to the rescue with time-saving recipes and ingenious kitchen tips to make sure that everyone has more time to spend doing the things they love, with the people they love.  In the sixth episode of the series, Nadiya shares her favourite recipes for when she wants to whip up something sweet and delicious, but deceptively simple. After all, when life is really hectic there are times when we all need to spoil ourselves with an indulgent treat, but that doesn't have to mean spending hours in the kitchen. Colourful milkshake funnel cakes have all the fun of fresh doughnuts with none of the fuss. A giant time-saving cookie is so easy it is fried in the pan, and a glistening nutty baklava looks so impressive but is completely foolproof.  On the road, Nadiya joins the Tate and Lyle tea on the River Thames to find out how they produce one of her favourite fast tracks to flavour - golden syrup. And in Liverpool, she helps a new dad bake a luxurious chocolate birthday cake that takes no time at all.;Food;bbc_two;FALSE;08/19/2019;1748;signed;1627.0;1628.0;0.0
1628;Rise of the Nazis;Hitler and Himmler conspire to depose Röhm and make the SS the main Nazi paramilitary.;https://ichef.bbci.co.uk/images/ic/{recipe}/p07n4vhv.jpg;BBC, iPlayer, TV, Rise of the Nazis, Origins: 3. Night of the Long Knives;Hitler and Himmler conspire to depose Röhm and make the SS the main Nazi paramilitary.;Threatened by the ambition of SA leader Ernst Röhm, Hitler is persuaded by Himmler to destroy Röhm and his stormtroopers and make the SS Germany’s only paramilitary force.;Adolf Hitler has been chancellor of Germany for just under a year. It is a challenging balancing act. On the one hand, the Nazis must be mindful of President Paul von Hindenburg and Vice Chancellor Franz von Papen, who are members of Germany’s traditional aristocratic ruling elite. On the other, there is the Nazis’ own power base – the stormtroopers - millions of angry, disenfranchised men who wreak havoc on German streets.   The stormtroopers are led by Ernst Röhm, one of Hitler’s oldest and closest friends. Röhm wants Hitler to fulfil his promise to sweep away the traditional ruling class. Hitler owes Röhm: he has paved the way for Hitler’s political career, and his stormtroopers have helped to eradicate left-wing opposition to the Nazi Party. Now, though, they’re a potential threat - stormtrooper violence is undermining Hitler’s credibility as chancellor.    In a bid to placate Röhm, Hitler makes him a minister, but Röhm tries to wrestle control of the existing army that reports to President Hindenburg, putting Hitler is in a difficult position, stuck between his president and his old friend.    Röhm’s actions present Hermann Göring with an opportunity to persuade Hitler that his old comrade is no longer a friend, but a threat. But Göring will also need the help of his own rival, Heinrich Himmler. Himmler agrees to help destroy Röhm and his stormtroopers and make the SS Germany’s only paramilitary force.;History;bbc_two;FALSE;09/16/2019;3533;signed;1628.0;1629.0;0.0
1629;Inside the Secret World of Incels;A never-before-seen look at the incel community.;https://ichef.bbci.co.uk/images/ic/{recipe}/p07j5ffr.jpg;BBC, iPlayer, TV, Inside the Secret World of Incels;A never-before-seen look at the incel community.;A never-before-seen look at the incel community, an online subculture to which multiple mass murders and hate crimes against women have been attributed.;This documentary offers a never-before-seen look at the incel community, an online subculture linked to multiple mass murders and hate crimes against women.   In 2014, 22-year-old Elliot Rodger shot and stabbed six of his fellow students to death in a premeditated attack at the University of California, Santa Barbara. His motive? In a chilling video Rodger said he was angry that he was still a virgin and in his words wanted to show himself as 'the true alpha male' by punishing women for not being attracted to him.   The legacy of Rodger's assault catapulted online incels into wider consciousness. Incels - short for 'involuntary celibates' - are a global community of sexually frustrated young men, who have found support amongst one another on the net. Some idolise Rodger, and chillingly, his murder spree seems to have helped inspire at least three further mass killings in North America, that have mainly targeted women.     At its extreme, incel ideology spreads violent misogyny, which blames women for depriving men of sex and relationships. Some forums have recorded up to 40,000 members and feature depraved ideas like state-sponsored rape and girlfriends.    Following eight months of unprecedented access to incels, this documentary is the deepest exploration yet of this notoriously closed community.    Told primarily through the personal stories of three men who identify as incels, the documentary explores how an online ideology can push young men into very disturbing behaviour. But the film also delves behind the sensationalist media headlines to unearth some of the reasons for incels' existence - many feel alienated and are enduring difficulties, like mental health issues, autism or traumatic upbringing.    For some, the online forums are a haven to joke, vent and find support in a world where they are struggling to find an identity and where gender relations are changing dramatically. The question is, where are the lines between this radical misogyny and violence?;Documentary;bbc_three;Contains very strong language and disturbing scenes.;07/14/2019;2973;signed;1629.0;1630.0;0.0
1630;Bois y Pizza;Mae'n amser i gystadlu yng nghystadleuaeth pizza fwya'r byd, y Campionato Mondiale dell...;https://ichef.bbci.co.uk/images/ic/{recipe}/p06bfs7z.jpg;BBC, iPlayer, TV, Bois y Pizza, Cyfres 2018: Pennod 4;Mae'n amser i gystadlu yng nghystadleuaeth pizza fwya'r byd, y Campionato Mondiale dell...;Mae'n amser i gystadlu yng nghystadleuaeth pizza fwya'r byd, y Campionato Mondiale della Pizza yn yr Eidal. In the final episode, the boys face the judges at the World Pizza Cha...;Mae'n amser i gystadlu yng nghystadleuaeth pizza fwya'r byd, y Campionato Mondiale della Pizza yn yr Eidal. In the final episode, the boys face the judges at the World Pizza Championships.;;s4cpbs;FALSE;07/13/2018;1438;signed;1630.0;1631.0;0.0
1631;Fighting the Power: Britain after George Floyd;Reporter Daniel Henry follows the UK’s response to the death of George Floyd in Minnesota;https://ichef.bbci.co.uk/images/ic/{recipe}/p08l3kth.jpg;BBC, iPlayer, TV, Fighting the Power: Britain after George Floyd;Reporter Daniel Henry follows the UK’s response to the death of George Floyd in Minnesota;Daniel Henry follows the Black Lives Matter campaign in the UK, as the country is forced to look again at its record on race in the wake of the death of George Floyd in the US.;George Floyd’s killing in the US state of Minnesota sparked protests about policing, privilege and a revolution in race relations. Britain boldly presents itself as a beacon of racial tolerance, but with demonstrations sweeping the country, organisers believe that they are closer than ever to changing the way British institutions and individuals treat black people across the UK. There have been multiple campaigns for equality and justice for black British communities in the past, but none quite like this.   The worldwide response to George Floyd’s death has given confidence to a new generation that this time could be different. The people behind the protests in Britain believe that they have the tools, allies, language and technology to create a new reality - but is this country ready to move beyond tolerance, to become an actively anti-racist society? The Windrush scandal, Grenfell and a recent resurgence in far-right terror plots have exposed fault lines across Britain. Now the graphic nature of George Floyd’s death is forcing us all to ask questions about the scale of racism in our communities and to explore what can be done to eliminate it for good.   From Premier League football clubs, to superstar actors like John Boyega, the message is loud and uncompromising: Black Lives Matter. Daniel Henry follows the UK campaign, as the country is forced to look again at its record on race.;Documentary;bbc_three;Contains some strong language and upsetting scenes.;07/22/2020;2866;signed;1631.0;1632.0;0.0
1632;The Shipman Files: A Very British Crime Story;How the age of Shipman’s victims was key to how he got away with murdering hundreds.;https://ichef.bbci.co.uk/images/ic/{recipe}/p08sdy38.jpg;BBC, iPlayer, TV, The Shipman Files: A Very British Crime Story, Series 1: Episode 3;How the age of Shipman’s victims was key to how he got away with murdering hundreds.;How the age of Shipman’s victims was key to understanding how he got away with murdering hundreds of patients in plain sight for nearly 30 years.;This episode opens with the publication of the first report of the public inquiry into the deaths of Shipman’s patients - a report that officially concluded that, while working as a GP, Harold Shipman had murdered 260 of his patients. But how had he got away with killing on such a scale for so long?   Wilson explores the reaction to the staggering total, discovering how commentators came up with a range of theories to try to understand why a seemingly ordinary doctor had killed so many people.   Wilson meets a detective who led a team that questioned Shipman after his conviction about the murders he committed in Todmorden. He reveals how Shipman refused to utter a single word during several days of interrogation – a silence he maintained until he committed suicide in his prison cell, four years into multiple life sentences.  After seeing reports of Shipman’s suicide, a former nurse came forward. She recognised Shipman as a doctor she had worked with as a student nurse at a hospital in Pontefract, West Yorkshire. She had always been troubled by the number of deaths on one of the wards – a ward where she now realised Shipman had worked as a junior doctor. Could he have begun killing there, even before he became a GP?  Wilson tracks down a family whose elderly relative died whilst under Shipman’s care in hospital in Pontefract, as well as another doctor who worked alongside Shipman there. Piecing together their stories, Wilson reveals that not only is it clear that Shipman had begun killing before he qualified as a GP, it is also very likely that Shipman killed at least one child.    The revelation that Shipman had begun killing even before he became a GP and that some of his victims were children is shocking. At the time, the coverage of these revelations differed markedly to the reporting of the deaths of hundreds of Shipman’s elderly victims in Hyde. Wilson asks if these contrasting responses can be explained by the victims’ ages and if that could explain why Shipman targeted mainly elderly patients – not because he was driven by a compulsion to kill old people, but because he knew he would be more likely to get away with it.   Wilson interrogates his own preconceptions about the Shipman case - he had wrongly assumed that Hyde was a town with an above average elderly population and had pictured Shipman’s victims as frail, decrepit, housebound old ladies, when in truth they were mostly fit, active members of their community. Wilson concludes that these preconceptions run through the entire Shipman case, informing an attitude and prejudice towards the elderly that allowed a seemingly ordinary GP to get away with murdering hundreds of people, in plain sight, for nearly 30 years.;Documentary;bbc_two;Contains upsetting scenes.;09/28/2020;3546;signed;1632.0;1633.0;0.0
1633;Stacey Dooley Investigates;Investigating South Korea’s new sex crime, where stolen camera footage is used as DIY porn;https://ichef.bbci.co.uk/images/ic/{recipe}/p087srxm.jpg;BBC, iPlayer, TV, Stacey Dooley Investigates, Spycam Sex Criminals;Investigating South Korea’s new sex crime, where stolen camera footage is used as DIY porn;In the wake of recent K-Pop spycam scandals, Stacey Dooley investigates South Korea’s new sex crime, molka, where people are secretly filmed in their most intimate moments.;Pornography is illegal in South Korea, and molka has emerged as an illicit DIY alternative. The devastating impact of molka is revealed in the increasing number of molka-related suicides. Now, criminal gangs are starting to install cameras on an industrial scale, selling people’s most private moments as pornography for strangers to consume. The country’s advanced technology allows criminals to stream videos live and share them at lightning speeds.   Can those fighting molka stay ahead of this quickly evolving crime? And are the ingredients that have made molka an epidemic in South Korea a warning sign for a sex crime that could soon affect us here?;Documentary;bbc_three;Contains some strong language and some upsetting scenes.;04/01/2020;2394;signed;1633.0;1634.0;0.0
1634;Fraud Squad;A doctor steals £70,000 from the NHS and a family commit a decade of benefits fraud.;https://ichef.bbci.co.uk/images/ic/{recipe}/p0bkvpkr.jpg;BBC, iPlayer, TV, Fraud Squad, Series 4: Episode 2;A doctor steals £70,000 from the NHS and a family commit a decade of benefits fraud.;A senior doctor steals £70,000 from the NHS and colleagues, a family of fraudsters commit a decade of benefits fraud, and we join the fight against Blue Badge fraud.;In this episode, a trusted senior doctor abuses his position to steal nearly £70,000 from the NHS and his colleagues, and a family callously defrauds the benefits system for over a decade, lying about their own disabilities whilst abusing their vulnerable tenants - even stealing a dead man’s benefits. And we join the fight against the careless drivers abusing the Blue Badge system and costing the public purse tens of millions of pounds a year.;Documentary;bbc_one;FALSE;02/01/2022;2625;signed;1634.0;1635.0;0.0
1635;Make-up: A Glamorous History;Lisa Eldridge examines how the look of 1920s flappers reflected the freedoms of the era.;https://ichef.bbci.co.uk/images/ic/{recipe}/p09g1jy5.jpg;BBC, iPlayer, TV, Make-up: A Glamorous History, Series 1: 3. Britain in the Roaring 20s;Lisa Eldridge examines how the look of 1920s flappers reflected the freedoms of the era.;Lisa Eldridge takes us back to Britain in the 1920s. She explores how the look of the flappers reflected the new freedoms of the era and recreates a classic 1920s look.;Lisa Eldridge explores her favourite era for makeup. This is the moment when modern makeup as we know it arrived in women’s handbags, and it is no coincidence that it appeared at a moment of huge change in British society.  WWI and the global flu pandemic were over. Women were entering the work-force and could now make choices about how they wanted to look and how they spent their money. The flappers cut their hair and put on red lipstick. Lisa explores how, although starting as a shocking look for the few, moved in less than two decades through the pages of magazines and into beauty counters on every high street.  This was the era when Hollywood films, with all their beauty and glamour, first arrived on our shores, and everyone wanted to look like their favourite star. Lisa visits the British Film Institute archives to find out about the impact of cinema on the development of some of our favourite makeup products.  She works with of pharmacist Szu Shen Wong to recreate some of the authentic recipes for foundation, eye makeup and lipstick from the era to try out on herself and on our 21st-century model.  Lisa takes us on a journey across the years when makeup turned from something shocking to a near-requirement among women everywhere.;History;bbc_two;FALSE;05/04/2021;3539;signed;1635.0;1636.0;0.0
1636;Nigella’s Cook, Eat, Repeat;Nigella cooks up crab mac and cheese, chicken with orzo and a rice-filled dessert.;https://ichef.bbci.co.uk/images/ic/{recipe}/p090393t.jpg;BBC, iPlayer, TV, Nigella’s Cook, Eat, Repeat, Series 1: Episode 6;Nigella cooks up crab mac and cheese, chicken with orzo and a rice-filled dessert.;Should you meddle with a classic? Nigella thinks that in the case of her crab mac’n’cheese, it’s a must. She also cooks up chocolate cookies, chicken with orzo and a rice-filled dessert.;"Should you meddle with a classic? Nigella thinks that in the case of her crab mac’n’cheese, it’s a must. If the sight of glorious melted cheese isn’t enough, fear not, as she follows it with her aptly named 'mine all mine chocolate cookies' and a firm family favourite - chicken with orzo, a one pot dish designed to bring comfort and joy. Rice is the order of the day for dessert; inspired by the Italian torta di riso and her love of the very British rice pudding, Nigella creates a rice pudding cake with a vibrant raspberry sauce.";Food;bbc_two;FALSE;12/14/2020;1744;signed;1636.0;1637.0;0.0
