;index;title;subtitle;description;image;keywords;syno_s;syno_m;syno_l;category;channel;language;release_date;duration_min;topic;image_l;image_xl;cleaned_syno_l;k_means
15;15;Freddie Mercury: The Final Act;None;The story of Freddie Mercury’s final years and the tribute concert staged in his memory.;https://ichef.bbci.co.uk/images/ic/{recipe}/p0b4j3bt.jpg;BBC, iPlayer, TV, Freddie Mercury: The Final Act;The story of Freddie Mercury’s final years and the tribute concert staged in his memory.;The extraordinary story of Freddie Mercury’s battle with Aids and the groundbreaking tribute concert Queen staged in his memory after he died.;"The story of the extraordinary final chapter of Freddie Mercury’s life and how, after his death from Aids, Queen staged one of the biggest concerts in history, the Freddie Mercury Tribute Concert at Wembley Stadium, to celebrate his life and challenge the prejudices around HIV/Aids.
 
The film hears from those who performed at the epic gig, including Gary Cherone (Extreme), Roger Daltrey (The Who), Joe Elliott (Def Leppard), Lisa Stansfield and Paul Young, as well as the concert’s promoter, Harvey Goldsmith.
 
For the first time, Freddie's story is told alongside the experiences of those who tested positive for HIV and lost loved ones during the same period. Medical practitioners, survivors and human rights campaigners, including Peter Tatchell, recount the intensity of living through the Aids pandemic and the moral panic it brought about.";Music;BBC TWO;Contains some strong language.;2021;90;music;https://ichef.bbci.co.uk/images/ic/352x198/p0b4j3bt.jpg;https://ichef.bbci.co.uk/images/ic/1200x675/p0b4j3bt.jpg;story extraordinary final chapter freddie mercury ’ life death aid queen staged one biggest concert history freddie mercury tribute concert wembley stadium celebrate life challenge prejudice around hivaids film hears performed epic gig including gary cherone extreme roger daltrey joe elliott def leppard lisa stansfield paul young well concert ’ promoter harvey goldsmith first time freddies story told alongside experience tested positive hiv lost loved one period medical practitioner survivor human right campaigner including peter tatchell recount intensity living aid pandemic moral panic brought;1
16;16;Country Christmas;2021;Country Christmas brings the joy and festivites of the holidays to you.;https://ichef.bbci.co.uk/images/ic/{recipe}/p0bc5tv5.jpg;BBC, iPlayer, TV, Country Christmas, 2021;Country Christmas brings the joy and festivites of the holidays to you.;Country Christmas brings the joy and festivities of the holidays to you in this Christmas special. Join first-time hosts Gabby Barrett and Carly Pearce.;Country Christmas brings the joy and festivities of the holidays to you in this Christmas special. Join first-time hosts Gabby Barrett and Carly Pearce as they get the holiday festivities started on CMA Country Christmas. Sing along to Christmas classics performed by Jimmie Allen with Louis York and The Shindellas, Gabby Barrett, Breland, Brett Eldredge, Lady A, Carly Pearce, Pistol Annies, Carrie Underwood and Lainey Wilson.;Music;BBC FOUR;False;2021;40;music;https://ichef.bbci.co.uk/images/ic/352x198/p0bc5tv5.jpg;https://ichef.bbci.co.uk/images/ic/1200x675/p0bc5tv5.jpg;country christmas brings joy festivity holiday christmas special join firsttime host gabby barrett carly pearce get holiday festivity started cma country christmas sing along christmas classic performed jimmie allen louis york shindellas gabby barrett breland brett eldredge lady carly pearce pistol annies carrie underwood lainey wilson;12
17;17;Radio 1's Piano Sessions;Jordan Stephens;Jordan performs 'Big Bad Mood' and covers Better Days by NEIKED, Mae Muller & Polo G.;https://ichef.bbci.co.uk/images/ic/{recipe}/p0bpw4dn.jpg;BBC, iPlayer, TV, Radio 1s Piano Sessions, Jordan Stephens;Jordan performs 'Big Bad Mood' and covers Better Days by NEIKED, Mae Muller & Polo G.;Jordan performs his own track 'Big Bad Mood' ft Yiigaa as well as a cover of Better Days by NEIKED, Mae Muller & Polo G.;Jordan performs his own track 'Big Bad Mood' ft Yiigaa as well as a cover of Better Days by NEIKED, Mae Muller & Polo G.;Music;BBC RADIO ONE;False;2022;8;music;https://ichef.bbci.co.uk/images/ic/352x198/p0bpw4dn.jpg;https://ichef.bbci.co.uk/images/ic/1200x675/p0bpw4dn.jpg;jordan performs track big bad mood ft yiigaa well cover better day neiked mae muller polo g;5
18;18;Cuirm @ Celtic;2021/22: Episode 2;Mischa MacPherson presents a second programme looking back at Celtic Connections 2022.;https://ichef.bbci.co.uk/images/ic/{recipe}/p0bm8c6d.jpg;BBC, iPlayer, TV, Cuirm @ Celtic, 2021/22: Episode 2;Mischa MacPherson presents a second programme looking back at Celtic Connections 2022.;Mischa MacPherson looks back at Celtic Connections 2022 in this compilation programme, featuring some of the best musicians and concerts from the festival.;"Prògram roghainneach bho Celtic Connections 2022. Le Mischa Nic a’ Phearsain.
A compilation programme from Celtic Connections 2022. Presented by Mischa MacPherson.

Mischa Nic a’ Phearsain leis an dàrna program a tha a’ toirt sùil air ais air Celtic Connections 2022. Anns a' phrògram seo, cuid den luchd-ciùil as fheàrr bhon fhèis, nam measg Heal & Harrow, agus taisbeanadh de na h-òrain aig Nanci Griffiths.
Mischa MacPherson presents a second programme looking back at Celtic Connections 2022. In this compilation show are some of the best musicians from the festival, including Jack Badcock, Heal & Harrow, and an all-star band with songs by Nanci Griffiths.";Music;BBC ALBA;False;2022;60;music;https://ichef.bbci.co.uk/images/ic/352x198/p0bm8c6d.jpg;https://ichef.bbci.co.uk/images/ic/1200x675/p0bm8c6d.jpg;prògram roghainneach bho celtic connection 2022 le mischa nic ’ phearsain compilation programme celtic connection 2022 presented mischa macpherson mischa nic ’ phearsain lei dàrna program tha ’ toirt sùil air ai air celtic connection 2022 anns phrògram seo cuid den luchdciùil fheàrr bhon fhèis nam measg heal harrow agus taisbeanadh de na hòrain aig nanci griffith mischa macpherson present second programme looking back celtic connection 2022 compilation show best musician festival including jack badcock heal harrow allstar band song nanci griffith;6
19;19;Idris Elba Meets Paul McCartney;None;In a world exclusive, Idris Elba interviews Paul McCartney about his life and career.;https://ichef.bbci.co.uk/images/ic/{recipe}/p091r992.jpg;BBC, iPlayer, TV, Idris Elba Meets Paul McCartney;In a world exclusive, Idris Elba interviews Paul McCartney about his life and career.;In a world exclusive, Idris Elba interviews Paul McCartney about his life and career.;"In a world exclusive, two of the biggest names in entertainment come together for a very special one-off show: music legend Paul McCartney is interviewed by Golden Globe-winning actor Idris Elba. 

Recorded in London in December 2020, Idris talks to Paul about his peerless career as the most successful musician and composer in pop music history. Paul talks about his writing process, which has produced some of the best-loved and most performed songs ever. As a producer and musician himself, Idris is fascinated by the craft and joy that drives Paul’s remarkable and prolific output and wants to find out what inspires Paul to continue to innovate creatively, as he releases his 26th post-Beatles album, McCartney III, which features Paul playing every instrument and writing and recording every song.";Music;BBC ONE;False;2020;54;music;https://ichef.bbci.co.uk/images/ic/352x198/p091r992.jpg;https://ichef.bbci.co.uk/images/ic/1200x675/p091r992.jpg;world exclusive two biggest name entertainment come together special oneoff show music legend paul mccartney interviewed golden globewinning actor idris elba recorded london december 2020 idris talk paul peerless career successful musician composer pop music history paul talk writing process produced bestloved performed song ever producer musician idris fascinated craft joy drive paul ’ remarkable prolific output want find inspires paul continue innovate creatively release 26th postbeatles album mccartney iii feature paul playing every instrument writing recording every song;19
20;20;Country Music Awards;2021;BBC Radio 2’s Bob Harris introduces highlights from the 55th annual Country Music Awards.;https://ichef.bbci.co.uk/images/ic/{recipe}/p0b3lzd9.jpg;BBC, iPlayer, TV, Country Music Awards, 2021;BBC Radio 2’s Bob Harris introduces highlights from the 55th annual Country Music Awards.;BBC Radio 2’s Bob Harris introduces highlights from the 55th annual Country Music Awards. The event took place on 10 November at the Bridgestone Arena in Nashville, Tennessee.;BBC Radio 2’s Bob Harris introduces highlights from the 55th annual Country Music Awards. The event took place on 10 November at the Bridgestone Arena in Nashville, Tennessee. It was hosted by American Country Music singer, Luke Bryan and featured performances from the biggest stars of country music, including Jason Aldean and Carrie Underwood, Jimmie Allen, Brothers Osborne, Eric Church, Luke Combs, Dan + Shay, Mickey Guyton featuring Brittney Spencer and Madeline Edwards, Miranda Lambert, Old Dominion, Carly Pearce and Ashley McBryde, Blake Shelton, Chris Stapleton, Chris Young and Kane Brown.;Music;BBC FOUR;False;2021;60;music;https://ichef.bbci.co.uk/images/ic/352x198/p0b3lzd9.jpg;https://ichef.bbci.co.uk/images/ic/1200x675/p0b3lzd9.jpg;bbc radio 2 ’ bob harris introduces highlight 55th annual country music award event took place 10 november bridgestone arena nashville tennessee hosted american country music singer luke bryan featured performance biggest star country music including jason aldean carrie underwood jimmie allen brother osborne eric church luke comb dan shay mickey guyton featuring brittney spencer madeline edward miranda lambert old dominion carly pearce ashley mcbryde blake shelton chris stapleton chris young kane brown;19
21;21;The Story Of...;Series 1: 2. Gloria Gaynor's I Will Survive;A look at Gloria Gaynor's disco hit and soundtrack to breakups everywhere, I Will Survive.;https://ichef.bbci.co.uk/images/ic/{recipe}/p0bkcj04.jpg;BBC, iPlayer, TV, The Story Of..., Series 1: 2. Gloria Gaynors I Will Survive;A look at Gloria Gaynor's disco hit and soundtrack to breakups everywhere, I Will Survive.;Documentary series uncovering the stories behind famous songs. An in-depth look at Gloria Gaynor's disco hit and, for many, the ultimate soundtrack to breakups, I Will Survive.;Documentary series uncovering the stories behind famous songs. An in-depth look at Gloria Gaynor's disco hit and, for many, the ultimate soundtrack to breakups, I Will Survive. Participants include Gloria Gaynor herself and the song's co-composer and lyricist, Dino Fekaris.;Documentary;BBC FOUR;Contains some strong language.;2005;56;music, documentaries;https://ichef.bbci.co.uk/images/ic/352x198/p0bkcj04.jpg;https://ichef.bbci.co.uk/images/ic/1200x675/p0bkcj04.jpg;documentary series uncovering story behind famous song indepth look gloria gaynors disco hit many ultimate soundtrack breakup survive participant include gloria gaynor song cocomposer lyricist dino fekaris;7
22;22;Idiot Prayer - Nick Cave Alone at Alexandra Palace;None;Nick Cave performs a special stripped-back set on the piano at London's Alexandra Palace.;https://ichef.bbci.co.uk/images/ic/{recipe}/p0b617xb.jpg;BBC, iPlayer, TV, Idiot Prayer - Nick Cave Alone at Alexandra Palace;Nick Cave performs a special stripped-back set on the piano at London's Alexandra Palace.;Nick Cave performs a special stripped-back set on the piano, with songs chosen from early Bad Seeds and Grinderman tracks to 2019 album Ghosteen, at London's Alexandra Palace.;"Nick Cave plays songs at the piano from across his repertoire in a rarely seen stripped-back set, from early Bad Seeds and Grinderman right through to the Nick Cave and the Bad Seeds 2019 album, Ghosteen. The performance, which was filmed at London’s Alexandra Palace, features tracks including Into My Arms, The Mercy Seat, Higgs Boson Blues and Girl in Amber.

Recorded in June 2020, as the UK slowly emerged from lockdown, and conceived as a reaction to the confinement and isolation of the preceding months, Idiot Prayer is a souvenir from a strange and precarious moment in history. ";Music;BBC FOUR;Contains some strong language.;2021;87;music;https://ichef.bbci.co.uk/images/ic/352x198/p0b617xb.jpg;https://ichef.bbci.co.uk/images/ic/1200x675/p0b617xb.jpg;nick cave play song piano across repertoire rarely seen strippedback set early bad seed grinderman right nick cave bad seed 2019 album ghosteen performance filmed london ’ alexandra palace feature track including arm mercy seat higgs boson blue girl amber recorded june 2020 uk slowly emerged lockdown conceived reaction confinement isolation preceding month idiot prayer souvenir strange precarious moment history;5
23;23;A Night of Wonder;None;A 1995 studio concert featuring one of the enduring stars of popular music, Stevie Wonder.;https://ichef.bbci.co.uk/images/ic/{recipe}/p0bpfkml.jpg;BBC, iPlayer, TV, A Night of Wonder;A 1995 studio concert featuring one of the enduring stars of popular music, Stevie Wonder.;A studio concert featuring one of the enduring stars of popular music, Stevie Wonder. The show, filmed in 1995, features many of his greatest hits.;A studio concert featuring one of the enduring stars of popular music, Stevie Wonder. The show, filmed in 1995, features many of his greatest hits.;Music;BBC TWO;False;1995;64;music;https://ichef.bbci.co.uk/images/ic/352x198/p0bpfkml.jpg;https://ichef.bbci.co.uk/images/ic/1200x675/p0bpfkml.jpg;studio concert featuring one enduring star popular music stevie wonder show filmed 1995 feature many greatest hit;19
24;24;Peat & Diesel;Series 1: 1. From the Barrow to the Barrowlands;Peat & Diesel aig na Barrowlands ann an Glaschu. Peat & Diesel at Barrowlands in Glasgow.;https://ichef.bbci.co.uk/images/ic/{recipe}/p086yytl.jpg;BBC, iPlayer, TV, Peat & Diesel, Series 1: 1. From the Barrow to the Barrowlands;Peat & Diesel aig na Barrowlands ann an Glaschu. Peat & Diesel at Barrowlands in Glasgow.;Peat & Diesel a’ dèanamh na cuirme as motha aca fhathast aig na Barrowlands ann an Glaschu. Peat & Diesel play one of their biggest gigs yet at the iconic Glasgow Barrowlands.;"Tha rud ris an cainnte ‘Peatlemania’ air grèim fhaighinn air an dùthaich. Tha an t-iasgair, Calum ‘Boydie’ Macleòid, an neach-dealain, Innes Scott, agus an dràibhear, Uilleam ‘Uilly’ Macleòid  còmhla aithnichte mar Peat & Diesel, air buaidh mhòr a thoirt air saoghal ceòl Gàidhealach, is iad a’ glacadh aire na dùthcha leis a’ cheòl tharraingeach aca agus an  sgeulachdan sònraichte mu bheatha an eilein.

Dìreach bliadhna an dèidh a’ chiad chuirm aig a’ chòmhlan ann an taigh-seinnse aithnichte ann an Leòdhas, reic Peat & Diesel na tiogaidean gu lèir airson cuirm ann an ionad-cluiche ainmeil nam Barrowlands ann an Glaschu. Thig cuide ris a’ chòmhlan airson a’ chlàradh ciùil seo den chuirm as motha a th’ air a bhith aca fhathast, a tha gan sealltainn a’ cluich òrain ainmeil bho na clàran aca ‘Uptown Fank’ agus ‘Light my Byre’, a’ gabhail a-steach an t-òran sònraiche a thug ainm dhaibh mu na h-Eileanan Siar. 

A phenomenon known as ‘Peatlemania’ has recently taken hold of the nation. Fisherman Calum ‘Boydie’ Macleod, Electrician Innes Scott, and delivery driver Uilleam ‘Uilly’ Macleod - together as Peat & Diesel - have taken the Highland music scene by storm, capturing the country’s imagination through their infectious music and unique tales of island life.  

Just one year after their first ever gig in a well known Lewis pub, Peat & Diesel sold out the iconic Glasgow Barrowlands. Follow the band through this musical documentation of one of their biggest gigs yet, which sees them play classics from their albums Uptown Fank and Light my Byre, including the Western Isles anthem that catapulted them to fame. 

In Gaelic with English subtitles";Music;BBC ALBA;False;2020;58;music;https://ichef.bbci.co.uk/images/ic/352x198/p086yytl.jpg;https://ichef.bbci.co.uk/images/ic/1200x675/p086yytl.jpg;tha rud ri cainnte ‘ peatlemania ’ air grèim fhaighinn air dùthaich tha tiasgair calum ‘ boydie ’ macleòid neachdealain innes scott agus dràibhear uilleam ‘ uilly ’ macleòid còmhla aithnichte mar peat diesel air buaidh mhòr thoirt air saoghal ceòl gàidhealach iad ’ glacadh aire na dùthcha lei ’ cheòl tharraingeach aca agus sgeulachdan sònraichte mu bheatha eilein dìreach bliadhna dèidh ’ chiad chuirm aig ’ chòmhlan ann taighseinnse aithnichte ann leòdhas reic peat diesel na tiogaidean gu lèir airson cuirm ann ionadcluiche ainmeil nam barrowlands ann glaschu thig cuide ri ’ chòmhlan airson ’ chlàradh ciùil seo den chuirm motha th ’ air bhith aca fhathast tha gan sealltainn ’ cluich òrain ainmeil bho na clàran aca ‘ uptown fank ’ agus ‘ light byre ’ ’ gabhail asteach tòran sònraiche thug ainm dhaibh mu na heileanan siar phenomenon known ‘ peatlemania ’ recently taken hold nation fisherman calum ‘ boydie ’ macleod electrician innes scott delivery driver uilleam ‘ uilly ’ macleod together peat diesel taken highland music scene storm capturing country ’ imagination infectious music unique tale island life one year first ever gig well known lewis pub peat diesel sold iconic glasgow barrowlands follow band musical documentation one biggest gig yet see play classic album uptown fank light byre including western isle anthem catapulted fame gaelic english subtitle;6
25;25;Barry White in Concert 1975;None;Barry White live in concert at the Royal Albert Hall in 1975.;https://ichef.bbci.co.uk/images/ic/{recipe}/p0bm6svk.jpg;BBC, iPlayer, TV, Barry White in Concert 1975;Barry White live in concert at the Royal Albert Hall in 1975.;Barry White live in concert at the Royal Albert Hall in 1975.;Barry White live in concert at the Royal Albert Hall in 1975.;Music;BBC FOUR;False;2004;50;music;https://ichef.bbci.co.uk/images/ic/352x198/p0bm6svk.jpg;https://ichef.bbci.co.uk/images/ic/1200x675/p0bm6svk.jpg;barry white live concert royal albert hall 1975;19
26;26;The World’s Most Extreme Festivals;The Festival That Never Sleeps;Chris Stark makes an epic journey to beautiful Træna – the most remote festival on Earth.;https://ichef.bbci.co.uk/images/ic/{recipe}/p05j18c2.jpg;BBC, iPlayer, TV, The World’s Most Extreme Festivals, The Festival That Never Sleeps;Chris Stark makes an epic journey to beautiful Træna – the most remote festival on Earth.;After sailing to the edge of the Arctic Circle, Chris Stark enjoys the endless sunlight of Træna. Beautiful, breathtaking and bonkers – this festival is a Scandi party paradise.;"For his final Extreme Festivals adventure of the year, Chris Stark travels to the edge of the Arctic Circle to experience the Norwegian wonder that is Træna.

Only accessible by boat, the remote islands of Træna sees a small fishing community of hundreds become thousands when it transforms every summer into a Scandi party paradise with endless sunlight.

Chris completes his epic journey on a sailing boat racing to the festival, before meeting his fierce festival friends Ragna and Mira (AKA bad girl Norweigian rap duo KUUK).

Popping his Pride parade cherry and invited to perform with a giraffe on the main stage, will beautiful Træna blow his mind?";Entertainment;BBC RADIO ONE;Contains strong language.;2017;23;music, entertainment, lifestyle;https://ichef.bbci.co.uk/images/ic/352x198/p05j18c2.jpg;https://ichef.bbci.co.uk/images/ic/1200x675/p05j18c2.jpg;final extreme festival adventure year chris stark travel edge arctic circle experience norwegian wonder træna accessible boat remote island træna see small fishing community hundred become thousand transforms every summer scandi party paradise endless sunlight chris completes epic journey sailing boat racing festival meeting fierce festival friend ragna mira aka bad girl norweigian rap duo kuuk popping pride parade cherry invited perform giraffe main stage beautiful træna blow mind;5
